local_timestamp,temperature,humidity,air_quality,noise_level,temperature_anomaly,humidity_anomaly,air_quality_anomaly,noise_level_anomaly
2025-05-01 10:50:10.900000+00:00,30.1,85.1,320,176,False,False,True,False
2025-05-01 10:52:13.274000+00:00,30.1,85.5,288,191,False,False,False,True
2025-05-01 11:01:24.206000+00:00,30.0,86.7,334,213,True,False,False,False
2025-05-01 11:16:42.356000+00:00,30.2,87.0,366,209,False,False,True,False
2025-05-01 11:17:43.698000+00:00,30.2,86.8,386,207,False,False,True,False
2025-05-01 11:44:16.081000+00:00,30.4,82.1,399,245,False,False,False,True
2025-05-01 12:46:31.057000+00:00,31.0,81.8,388,230,False,False,True,False
2025-05-01 13:16:09.194000+00:00,31.1,81.0,322,208,False,False,True,False
2025-05-01 13:18:11.768000+00:00,31.2,80.1,336,240,False,True,False,True
2025-05-01 13:19:12.933000+00:00,31.1,80.2,194,33,False,False,True,True
2025-05-01 14:21:27.774000+00:00,31.8,76.4,210,115,False,False,True,False
2025-05-01 14:50:03.577000+00:00,32.1,75.2,176,118,False,False,True,False
2025-05-01 15:46:32.093000+00:00,33.2,69.9,234,93,False,False,False,True
2025-05-01 16:02:52.923000+00:00,33.3,69.1,223,11,False,False,False,True
2025-05-01 16:03:54.167000+00:00,33.3,70.3,292,147,False,False,True,True
2025-05-01 16:05:56.731000+00:00,32.8,70.6,230,19,True,False,False,True
2025-05-01 16:18:11.684000+00:00,32.1,74.8,217,107,False,False,False,True
2025-05-01 17:34:45.527000+00:00,31.8,76.2,251,132,False,False,False,True
2025-05-01 17:38:50.470000+00:00,31.7,76.7,283,141,True,False,True,False
2025-05-01 17:40:52.845000+00:00,31.6,76.9,289,156,True,False,False,False
2025-05-01 19:14:53.246000+00:00,31.0,79.8,407,208,True,False,False,False
2025-05-01 19:15:54.800000+00:00,30.9,80.3,422,212,True,False,False,False
2025-05-01 19:16:55.923000+00:00,30.8,80.5,433,239,True,False,False,True
2025-05-01 20:02:51.514000+00:00,31.3,79.6,422,195,False,False,False,True
2025-05-01 20:27:20.596000+00:00,31.0,80.1,432,239,False,False,True,True
2025-05-01 20:28:21.728000+00:00,31.0,80.3,407,219,False,True,False,False
2025-05-01 20:45:42.775000+00:00,30.9,81.3,447,225,True,False,False,False
2025-05-01 21:00:00.405000+00:00,30.9,81.9,466,304,False,False,False,True
2025-05-01 21:04:04.979000+00:00,31.0,81.9,409,156,False,False,False,True
2025-05-01 22:07:20.230000+00:00,30.6,82.5,341,133,False,False,True,True
2025-05-01 22:09:10.421000+00:00,30.6,83.0,397,0,False,False,False,True
2025-05-01 22:11:12.720000+00:00,30.6,83.1,343,120,False,False,False,True
2025-05-01 22:40:41.923000+00:00,30.7,82.8,354,121,False,False,True,False
2025-05-01 23:14:21.951000+00:00,31.0,81.4,345,119,False,False,True,False
2025-05-01 23:15:23.176000+00:00,31.0,81.4,359,123,False,False,True,False
2025-05-01 23:29:40.098000+00:00,30.6,82.4,350,130,True,True,False,False
2025-05-01 23:30:41.229000+00:00,30.5,83.0,361,143,True,True,False,True
2025-05-02 00:04:23.603000+00:00,30.1,84.4,432,112,False,False,False,True
2025-05-02 00:52:20.030000+00:00,30.0,84.2,347,144,True,False,False,False
2025-05-02 00:56:24.564000+00:00,30.1,84.4,419,143,False,False,True,False
2025-05-02 01:26:02.907000+00:00,29.9,84.6,375,154,False,False,False,True
2025-05-02 02:04:49.414000+00:00,29.7,84.6,368,168,True,False,False,False
2025-05-02 02:47:44.366000+00:00,29.9,83.7,366,169,False,True,False,False
2025-05-02 03:28:36.319000+00:00,30.2,81.5,319,158,True,False,False,False
2025-05-02 03:41:52.315000+00:00,30.1,81.9,310,168,False,False,False,True
2025-05-02 04:23:47.751000+00:00,30.0,82.1,296,156,False,False,True,False
2025-05-02 04:42:11.569000+00:00,30.1,82.0,304,149,True,False,False,False
2025-05-02 05:30:14.733000+00:00,29.8,82.2,289,148,False,False,True,False
2025-05-02 05:39:26.392000+00:00,29.7,82.4,300,145,True,False,False,False
2025-05-02 06:38:38.367000+00:00,29.6,82.9,336,166,True,False,False,False
2025-05-02 07:19:28.165000+00:00,29.5,83.8,358,163,False,False,True,False
2025-05-02 07:20:29.302000+00:00,29.5,83.7,363,165,False,False,True,False
2025-05-02 07:25:35.489000+00:00,29.6,83.6,340,167,True,False,False,False
2025-05-02 07:35:47.860000+00:00,29.6,84.1,317,162,False,True,False,False
2025-05-02 08:16:38.184000+00:00,29.9,84.1,337,160,False,False,True,False
2025-05-02 08:17:39.432000+00:00,29.9,84.2,354,163,False,False,True,False
2025-05-02 08:42:09.731000+00:00,30.1,83.1,355,238,False,True,True,True
2025-05-02 09:35:26.796000+00:00,30.1,84.9,394,253,False,False,True,True
2025-05-02 09:41:27.023000+00:00,30.2,85.3,115,43,False,True,True,True
2025-05-02 10:05:14.433000+00:00,29.8,82.8,399,330,False,False,True,True
2025-05-02 10:06:15.879000+00:00,29.7,83.0,419,352,False,False,True,True
2025-05-02 10:34:51.956000+00:00,30.0,83.0,439,351,False,False,False,True
2025-05-02 11:07:33.084000+00:00,29.8,80.7,403,286,False,False,False,True
2025-05-02 11:41:18.745000+00:00,30.3,78.7,447,329,True,False,False,False
2025-05-02 11:42:19.980000+00:00,30.4,76.3,450,334,True,True,False,False
2025-05-02 11:44:22.562000+00:00,30.2,76.5,368,243,False,False,True,True
2025-05-02 11:46:24.817000+00:00,31.2,83.5,351,231,True,True,False,False
2025-05-02 11:47:26.167000+00:00,30.5,75.4,352,222,False,True,False,False
2025-05-02 12:16:02.660000+00:00,30.9,76.5,460,362,False,False,True,True
2025-05-02 12:17:04.021000+00:00,30.9,76.6,288,230,False,False,True,True
2025-05-02 12:54:21.626000+00:00,31.2,79.4,343,325,False,False,False,True
2025-05-02 12:58:27.183000+00:00,31.3,78.5,169,48,False,False,True,True
2025-05-02 13:27:05.150000+00:00,31.2,75.3,298,173,False,False,False,True
2025-05-02 13:29:07.904000+00:00,31.3,75.6,342,251,False,False,False,True
2025-05-02 13:30:09.037000+00:00,31.4,75.8,384,305,False,False,False,True
2025-05-02 13:32:11.638000+00:00,31.4,75.6,268,132,False,False,True,True
2025-05-02 13:45:13.154000+00:00,32.2,72.6,274,150,False,True,False,False
2025-05-02 14:17:57.360000+00:00,31.8,73.8,208,80,False,False,False,True
2025-05-02 14:26:08.192000+00:00,32.1,74.2,258,124,False,False,False,True
2025-05-02 14:50:07.010000+00:00,32.2,77.0,319,171,False,False,False,True
2025-05-02 15:41:13.657000+00:00,32.0,76.6,399,236,True,False,False,False
2025-05-02 16:19:06.101000+00:00,31.7,77.5,482,255,False,False,True,False
2025-05-02 16:25:13.966000+00:00,31.7,76.9,335,118,False,False,True,True
